taxon_id,source_id_family_up,kingdom,subkingdom,superdivision,phylum_or_division,subdivision,class,subclass,order_name,family,family_common,source_id_subfamily_down,subfamily,tribe,genus,notes
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Eucheila,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Cicindelini,Eunota,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lachnophorini,Euphorticus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Euproctinus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Euryderus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Oodini,Evolenes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Galeritini,Galerita,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Gastrellarius,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Gehringiinae,Gehringiini,Gehringia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Geopinus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Paussinae,Ozaenini,Goniotropis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Cicindelini,Habroscelimorpha,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Clivinini,Halocoryza,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Harpalobrachys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Harpalus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Hartonymus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Helluonini,Helluomorphoides,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Horologion,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Hyboptera,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Hybothecus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Infernophilus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Oodini,Lachnocrepis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lachnophorini,Lachnophorus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Sphodrini,Laemostenus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Lebia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Nebriini,Leistus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Ctenodactylini,Leptotrachelus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Lionepha,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Lophoglossus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Loricerinae,Loricerini,Loricera,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Abacetini,Loxandrus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Metacolpodes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Metriini,Metrius,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Mexisphodrus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Micratopus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Panagaeini,Micrixys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Microlestes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Cicindelini,Microthylax,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Mioptachys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Broscinae,Broscini,Miscodera,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Mochtherus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Morionini,Morion,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Myas,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Neaphaenops,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Nebriini,Nebria,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Nelsonites,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Nemotarsus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Nebriini,Nippononebria,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Psydrinae,Psydrini,Nomius,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Notiobia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Notiophilini,Notiophilus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Olisthopus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Omophroninae,Omophronini,Omophron,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Amblycheilini,Omus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Onota,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Oodini,Oodes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Oodini,Oodinus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Ophonus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Cicindelini,Opilidia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Opisthiini,Opisthius,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Clivinini,Oxydrepanus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Oxypselaphus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Paussinae,Ozaenini,Ozaena,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Paussinae,Ozaenini,Pachyteles,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Panagaeini,Panagaeus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Clivinini,Paraclivina,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Paranchus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Pasimachini,Pasimachus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Patrobinae,Patrobini,Patrobus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Pelmatellus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Nebriinae,Pelophilini,Pelophila,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pentagonicini,Pentagonica,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Pericompsus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Perigonini,Perigona,
