taxon_id,source_id_family_up,kingdom,subkingdom,superdivision,phylum_or_division,subdivision,class,subclass,order_name,family,family_common,source_id_subfamily_down,subfamily,tribe,genus,notes
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Philodes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Philophuga,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Philorhizus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Phloeoxena,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Phrypeus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Paussinae,Ozaenini,Physea,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Piesmus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Piosoma,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Patrobinae,Patrobini,Platidiolus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Platynus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Patrobinae,Patrobini,Platypatrobus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Plochionus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Poecilus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Pogonodaptus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Pogonini,Pogonus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Polpochila,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Polyderis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Porotachys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Promecognathini,Promecognathus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Sphodrini,Pseudamara,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Pseudanophthalmus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Zuphiini,Pseudaptinus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pseudomorphini,Pseudomorpha,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Psydrinae,Psydrini,Psydrus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Pterostichus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Rhadine,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Carabinae,Cychrini,Scaphinotus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Scaritini,Scarites,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Clivinini,Schizogenius,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Selenophorus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Scaritinae,Clivinini,Semiardistomis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Sericoda,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Serranillus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Somotrichus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Carabinae,Cychrini,Sphaeroderus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Oodini,Stenocrepis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Stenolophus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Stenomorphus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Stereocerus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Abacetini,Stolonis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Pterostichini,Stomis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Syntomus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Sphodrini,Synuchus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Tachys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Bembidiini,Tachyta,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Tanystoma,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Lebiini,Technophilus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Megacephalini,Tetracha,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Cyclosomini,Tetragonoderus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Platynini,Tetraleucus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Pogonini,Thalassotrechus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Trechoblemus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Trechus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Trichotichnus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Trechinae,Trechini,Xenotrechus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Harpalini,Xestonotus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Broscinae,Broscini,Zacotus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Zuphiini,Zuphium,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Harpalinae,Masoreini,Anaulacus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Anthiinae,Anthiini,Anthia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Scaritinae,Scaritini,Antilliscaris,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Pterostichinae,Cratocerini,Barylaus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Platyninae,Platynini,Blackburnia,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Carabinae,Carabini,Callisthenes,"Bousquet 2012 treats as subgenus of Calosoma, but subfamily/tribe is the same"
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Carabinae,Carabini,Calopachys,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Broscinae,Broscini,Craspedonotus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Dryptinae,Dryptini,Drypta,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Lebiinae,Lebiini,Endynomena,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Harpalinae,Anisodactylini,Gnathaphanus,Leibherr 2009 has this introduced genus in Harpalini
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Trechinae,Bembidiini,Lymnastis,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670416844/g/2058663/liebherr-2011-the-mecyclothorax-beetles-coleoptera-carabidae-moriomorphini-of-west-maui-hawaii-taxonomy-biogeography-and-conservation/,Moriomorphinae,Moriomorphini,Mecyclothorax,Bousquet 2012 
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Cicindelinae,Megacephalini,Megacephala,Bousquet 2012 raises subgenus Tetracha to the genus level and places it in Megacephalini
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Trechinae,Trechini,Perileptus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/c/5670257554/g/2058663/bousquet-2012-catalogue-of-geadephaga-coleoptera-adephaga-of-america-north-of-mexico/,Lebiinae,Lebiini,Tecnophilus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Panagaeinae,Panagaeini,Tefflus,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Trechinae,Bembidiini,Typhlonesiotes,
beetle,ITIS_2012dl_carabid,Animalia,,,Arthropoda,,Insecta,,Coleoptera,Carabidae,ground beetles,http://www.mendeley.com/research/systematic-list-of-ground-beetles,Scaritinae,Scaritini,Typhloscaris,
