genus,sp,subsp,common name,common name,state,status,notes
Alsinidendron, lychnoides,,Kuawawaenohu,,Hawaii,Endangered,
Isodendrion, pyrifolium,,Kula wahine noho,,Hawaii,Endangered,
Nototrichium, humile,,Kulu`i,,Hawaii,Endangered,
Panicum, niihauense,,Lau `ehu,,Hawaii,Endangered,
Schiedea, stellarioides,,Laulihilihi,,Hawaii,Endangered,
Lysimachia, daphnoides,, makanoe ,lehua,Hawaii,Endangered,
Acaena, exigua,,Liliwai,,Hawaii,Endangered,
Pritchardia, affinis,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, kaalae,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, munroi,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, napaliensis,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, remota,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, schattaueri,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, viscosa,,Lo`ulu,,Hawaii,Endangered,
Pritchardia, hardyi,,Na`ena`e,Lo`ulu,Hawaii,Endangered,
Eragrostis, fosbergii,, Fosberg's ,Love grass,Hawaii,Endangered,
Alectryon, macrococcus,,Mahoe,,Hawaii,Endangered,
Peucedanum, sandwicense,,Makou,,Hawaii,Threatened,
Hibiscus, brackenridgei,,native yellow hibiscus,Ma`o hau hele,Hawaii,Endangered,
Schiedea, apokremnos,,Ma`oli`oli ,,Hawaii,Endangered,
Schiedea, kealiae,,Ma`oli`oli ,,Hawaii,Endangered,
Cyrtandra, cyaneoides,,Mapele ,,Hawaii,Endangered,
Flueggea, neowawraea,,Mehamehame ,,Hawaii,Endangered,
Dubautia, kalalauensis,,Naenae ,,Hawaii,Endangered,
Dubautia, kenwoodii,,Naenae ,,Hawaii,Endangered,
Dubautia, herbstobatae,,Na`ena`e ,,Hawaii,Endangered,
Dubautia, imbricata, imbricata,Na`ena`e ,,Hawaii,Endangered,
Dubautia, latifolia,,Na`ena`e ,,Hawaii,Endangered,
Dubautia, pauciflorula,,Na`ena`e ,,Hawaii,Endangered,
Dubautia, plantaginea, magnifolia,Na`ena`e ,,Hawaii,Endangered,
Dubautia, plantaginea, ssp. humilis,Na`ena`e ,,Hawaii,Endangered,
Dubautia, waialealae,,Na`ena`e ,,Hawaii,Endangered,
Viola, kauaiensis, var. wahiawaensis,Nani wai`ale`ale ,,Hawaii,Endangered,
Gardenia, mannii,,Nanu ,,Hawaii,Endangered,
Scaevola, coriacea,, dwarf ,Naupaka,Hawaii,Endangered,
Lipochaeta, fauriei,,Nehe ,,Hawaii,Endangered,
Lipochaeta, kamolensis,,Nehe ,,Hawaii,Endangered,
Lipochaeta, lobata, var. leptophylla,Nehe ,,Hawaii,Endangered,
Lipochaeta, micrantha,,Nehe ,,Hawaii,Endangered,
Lipochaeta, tenuifolia,,Nehe ,,Hawaii,Endangered,
Lipochaeta, waimeaensis,,Nehe ,,Hawaii,Endangered,
Eugenia, koolauensis,,Nioi ,,Hawaii,Endangered,
Abutilon, eremitopetalum ,,,,Hawaii,Endangered,
Abutilon, sandwicense ,,,,Hawaii,Endangered,
Achyranthes, mutica ,,,,Hawaii,Endangered,
Alsinidendron, obovatum ,,,,Hawaii,Endangered,
Alsinidendron, trinerve ,,,,Hawaii,Endangered,
Alsinidendron, viscosum ,,,,Hawaii,Endangered,
Amaranthus, brownii ,,,,Hawaii,Endangered,
Asplenium, fragile var. insulare ,,,,Hawaii,Endangered,
Bonamia, menziesii ,,,,Hawaii,Endangered,
Chamaesyce, halemanui ,,,,Hawaii,Endangered,
Cyanea , crispa ,,,,Hawaii,Endangered,
Delissea, rhytidosperma ,,,,Hawaii,Endangered,
Delissea, undulata ,,,,Hawaii,Endangered,
Diellia, falcata ,,,,Hawaii,Endangered,
Diellia, mannii ,,,,Hawaii,Endangered,
Diellia, pallida ,,,,Hawaii,Endangered,
Diellia, unisora ,,,,Hawaii,Endangered,
Diplazium, molokaiense ,,,,Hawaii,Endangered,
Doryopteris, angelica ,,,,Hawaii,Endangered,
Gahnia, lanaiensis ,,,,Hawaii,Endangered,
Gouania, hillebrandii ,,,,Hawaii,Endangered,
Gouania, meyenii ,,,,Hawaii,Endangered,
Gouania, vitifolia ,,,,Hawaii,Endangered,
Hedyotis, degeneri ,,,,Hawaii,Endangered,
Hedyotis, parvula ,,,,Hawaii,Endangered,
Hesperomannia, arborescens ,,,,Hawaii,Endangered,
Hesperomannia, arbuscula ,,,,Hawaii,Endangered,
Hesperomannia, lydgatei ,,,,Hawaii,Endangered,
Keysseria ,erici ,,,,Hawaii,Endangered,
Keysseria ,helenae ,,,,Hawaii,Endangered,
Lipochaeta, venosa ,,,,Hawaii,Endangered,
Lobelia, gaudichaudii,,,,Hawaii,Endangered,
Lobelia, monostachya ,,,,Hawaii,Endangered,
Lobelia, niihauensis ,,,,Hawaii,Endangered,
Lobelia, oahuensis ,,,,Hawaii,Endangered,
Lysimachia, filifolia ,,,,Hawaii,Endangered,
Lysimachia, iniki ,,,,Hawaii,Endangered,
Lysimachia, lydgatei ,,,,Hawaii,Endangered,
Lysimachia, maxima ,,,,Hawaii,Endangered,
Lysimachia, pendens ,,,,Hawaii,Endangered,
Lysimachia, scopulensis ,,,,Hawaii,Endangered,
Lysimachia, venosa ,,,,Hawaii,Endangered,
Mariscus, fauriei ,,,,Hawaii,Endangered,
Mariscus, pennatiformis ,,,,Hawaii,Endangered,
Munroidendron, racemosum ,,,,Hawaii,Endangered,
Neraudia, angulata ,,,,Hawaii,Endangered,
Neraudia, ovata ,,,,Hawaii,Endangered,
Neraudia, sericea ,,,,Hawaii,Endangered,
Phyllostegia, glabra ,var. lanaiensis ,,,Hawaii,Endangered,
Phyllostegia, hirsuta ,,,,Hawaii,Endangered,
Phyllostegia, hispida ,,,,Hawaii,Endangered,
Phyllostegia, kaalaensis ,,,,Hawaii,Endangered,
Phyllostegia, knudsenii ,,,,Hawaii,Endangered,
Phyllostegia, mannii ,,,,Hawaii,Endangered,
Phyllostegia, mollis ,,,,Hawaii,Endangered,
Phyllostegia, parviflora ,,,,Hawaii,Endangered,
Phyllostegia, renovans ,,,,Hawaii,Endangered,
Phyllostegia, velutina ,,,,Hawaii,Endangered,
Phyllostegia, waimeae ,,,,Hawaii,Endangered,
Phyllostegia, warshaueri ,,,,Hawaii,Endangered,
Phyllostegia, wawrana ,,,,Hawaii,Endangered,
Platanthera, holochila ,,,,Hawaii,Endangered,
Poa, siphonoglossa ,,,,Hawaii,Endangered,
Pteris, lidgatei ,,,,Hawaii,Endangered,
Remya, kauaiensis ,,,,Hawaii,Endangered,
Remya, montgomeryi ,,,,Hawaii,Endangered,
Sanicula, mariversa ,,,,Hawaii,Endangered,
Sanicula, purpurea ,,,,Hawaii,Endangered,
Schiedea, attenuata ,,,,Hawaii,Endangered,
Schiedea, haleakalensis ,,,,Hawaii,Endangered,
Schiedea, helleri ,,,,Hawaii,Endangered,
Schiedea, hookeri ,,,,Hawaii,Endangered,
Schiedea, kaalae ,,,,Hawaii,Endangered,
Schiedea, kauaiensis ,,,,Hawaii,Endangered,
Schiedea, lydgatei ,,,,Hawaii,Endangered,
Schiedea, membranacea ,,,,Hawaii,Endangered,
Schiedea, nuttallii ,,,,Hawaii,Endangered,
Schiedea, sarmentosa ,,,,Hawaii,Endangered,
Schiedea, spergulina, var. leiopoda ,,,Hawaii,Endangered,
Schiedea, spergulina, var. spergulina ,,,Hawaii,Threatened,
Schiedea, verticillata ,,,,Hawaii,Endangered,
Silene, alexandri ,,,,Hawaii,Endangered,
Silene, hawaiiensis ,,,,Hawaii,Threatened,
Silene, lanceolata ,,,,Hawaii,Endangered,
Silene, perlmanii ,,,,Hawaii,Endangered,
Spermolepis, hawaiiensis ,,,,Hawaii,Endangered,
Stenogyne, angustifolia, angustifolia ,,,Hawaii,Endangered,
Stenogyne, bifida ,,,,Hawaii,Endangered,
Stenogyne, campanulata ,,,,Hawaii,Endangered,
Stenogyne, kanehoana, ,,,Hawaii,Endangered, 
Stenogyne, kealiae ,,,,Hawaii,Endangered,
Tetramolopium, arenarium ,,,,Hawaii,Endangered,
Tetramolopium, filiforme ,,,,Hawaii,Endangered,
Tetramolopium, lepidotum, ssp. lepidotum ,,,Hawaii,Endangered,
Tetramolopium, remyi ,,,,Hawaii,Endangered,
Tetramolopium, rockii ,,,,Hawaii,Threatened,
Tetraplasandra, bisattenuata ,,,,Hawaii,Endangered,
Tetraplasandra, flynnii ,,,,Hawaii,Endangered,
Trematolobelia, singularis ,,,,Hawaii,Endangered,
Vigna, o-wahuensis ,,,,Hawaii,Endangered,
Viola, helenae ,,,,Hawaii,Endangered,
Viola, lanaiensis ,,,,Hawaii,Endangered,
Viola, oahuensis ,,,,Hawaii,Endangered,
Xylosma, crenatum ,,,,Hawaii,Endangered,
Geranium, kauaiense,,,Nohoanu ,Hawaii,Endangered,
Geranium, multiflorum,,,Nohoanu ,Hawaii,Endangered,
Delissea, rivularis,,,Oha ,Hawaii,Endangered,
Delissea, subcordata,,,Oha ,Hawaii,Endangered,
Sesbania, tomentosa,, ,Ohai,Hawaii,Endangered,
Clermontia, drepanomorpha,,,`Oha wai ,Hawaii,Endangered,
Clermontia, lindseyana,,,`Oha wai ,Hawaii,Endangered,
Clermontia oblongifolia, ssp. brevipes,,,`Oha wai ,Hawaii,Endangered,
Clermontia ,oblongifolia, ssp. mauiensis,,`Oha wai ,Hawaii,Endangered,
Clermontia ,peleana,,,`Oha wai ,Hawaii,Endangered,
Clermontia ,pyrularia,,,`Oha wai ,Hawaii,Endangered,
Clermontia, samuelii,,,`Oha wai ,Hawaii,Endangered,
Tetraplasandra, gymnocarpa,, ,`Ohe`ohe,Hawaii,Endangered,
Brighamia, insignis,, ,Olulu,Hawaii,Endangered,
Urera, kaalae,, ,Opuhe,Hawaii,Endangered,
Astelia, waialealae,, ,Pa`iniu,Hawaii,Endangered,
Tetramolopium, capillare,, ,Pamakani,Hawaii,Endangered,
Viola, chamissoniana, ssp. chamissoniana, ,Pamakani,Hawaii,Endangered,
Panicum, fauriei, var. carteri, Carter's ,Panicgrass,Hawaii,Endangered,
Charpentiera, densiflora,, ,Papala,Hawaii,Endangered,
Ctenitis, squamigera,, ,Pauoa,Hawaii,Endangered,
Hedyotis, mannii,,,Pilo ,Hawaii,Endangered,
Platydesma, rostrata,, ,Pilo kea lau li`i,Hawaii,Endangered,
Portulaca, sclerocarpa,,,Po`e ,Hawaii,Endangered,
Solanum, incompletum,, ,Popolo ku mai,Hawaii,Endangered,
Brighamia, rockii,, ,Pua `ala,Hawaii,Endangered,
Cyperus, trachysanthos,, ,Pu`uka`a,Hawaii,Endangered,
Remya, mauiensis,, Maui ,Remya,Hawaii,Endangered,
Santalum, freycinetianum, var. lanaiense, Lanai,Sandalwood,Hawaii,Endangered,
Schiedea, adamantis,, Diamond Head ,Schiedea,Hawaii,Endangered,
Argyroxiphium kauense,,, Mauna Loa,Silversword,Hawaii,Endangered,
Caesalpinia, kavaiense,, ,Uhiuhi,Hawaii,Endangered,
Vicia, menziesii,, Hawaiian ,Vetch,Hawaii,Endangered,
Pritchardia, aylmer-robinsonii,,,Wahane,Hawaii,Endangered,
Huperzia, mannii,,,Wawae`iole ,Hawaii,Endangered,
Lycopodium,nutans,,,Wawae`iole,Hawaii,Endangered,
Canis,lupus,,gray,Wolf,Idaho,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Ursus,arctos,horribilis,grizzly,Bear,Idaho,Threatened,lower 48 States except where listed as an experimental population or delisted 
Rangifer,tarandus,caribou,woodland,Caribou,Idaho,Endangered,Selkirk Mountain population 
Numenius borealis,,,Eskimo,Curlew,Idaho,Endangered,
Lanx,sp.,,Banbury Springs,Limpet,Idaho,Endangered,
Lynx,canadensis,,Canada,Lynx,Idaho,Threatened,Contiguous U.S. DPS
Brachylagus,idahoensis,,pygmy,Rabbit,Idaho,Endangered,Columbia Basin DPS 
Oncorhynchus,tshawytscha,,chinook,Salmon,Idaho,Threatened,Snake River fall-run ESU 
Oncorhynchus,tshawytscha,,chinook,Salmon,Idaho,Threatened,Snake River spring/summer-run ESU 
Oncorhynchus, nerka,,sockeye,Salmon,Idaho,Endangered,U.S.A. Snake River ID stock wherever found.
Taylorconcha,serpenticola,,Bliss Rapids,Snail,Idaho,Threatened,
Physa,natricina,,Snake River physa,Snail,Idaho,Endangered,
Pyrgulopsis,bruneauensis,,Bruneau Hot,Springsnail,Idaho,Endangered,
Spermophilus,brunneus,brunneus,northern Idaho ground,Squirrel,Idaho,Threatened,
Oncorhynchus,mykiss,,,Steelhead,Idaho,Threatened,Snake R. Basin
Acipenser,transmontanus,,white,Sturgeon,Idaho,Endangered,U.S.A. ID MT Canada B.C. Kootenai R. system
Salvelinus,confluentus,,bull,Trout,Idaho,Threatened,U.S.A. conterminous lower 48 states 
Silene,spaldingii,,Spalding's,Catchfly,Idaho,Threatened,
Mirabilis,macfarlanei,,MacFarlane's,Four-o'clock,Idaho,Threatened,
Howellia,aquatilis,,water,Howellia,Idaho,Threatened,
Spiranthes,diluvialis,,Ute,Ladies'-tresses,Idaho,Threatened,
Lepidium,papilliferum,,Slickspot,Peppergrass,Idaho,Threatened,
Canis,lupus,,gray,Wolf,Illinois,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Gammarus ,acherondytes,, Illinois cave ,Amphipod,Illinois,Endangered,
Myotis, grisescens,, gray ,Bat,Illinois,Endangered,
Myotis, sodalis,,Indiana ,Bat,Illinois,Endangered,
Villosa, fabalis,,rayed ,Bean,Illinois,Endangered,
Nicrophorus, americanus,, American burying ,Beetle,Illinois,Endangered,
Epioblasma, torulosa,, tubercled,Blossom,Illinois,Endangered,Entire Range Except where listed as Experimental Populations
Lycaeides, melissa,, Karner blue,Butterfly,Illinois,Endangered,
Pleurobema, clava,,,Clubshell,Illinois,Endangered,Entire Range Except where listed as Experimental Populations 
Numenius, borealis,,Eskimo,Curlew,Illinois,Endangered,
Somatochlora, hineana,, Hine's emerald ,Dragonfly,Illinois,Endangered,
Cyprogenia, stegaria,, ,Fanshell,Illinois,Endangered,
 Lampsilis, higginsii,,pearlymussel,Higgins eye ,Illinois,Endangered,
Quadrula, fragosa,, winged ,Mapleleaf,Illinois,Endangered,Entire except where listed as experimental populations 
Lampsilis ,abrupta,, pink,Mucket,Illinois,Endangered,
Leptodea, leptodon,, scaleshell ,Mussel,Illinois,Endangered,
Plethobasus, cyphyus,, sheepnose ,Mussel,Illinois,Endangered,
Epioblasma, triquetra,, snuffbox ,Mussel,Illinois,Endangered,
 Hemistena,lata,, cracking,Pearlymussel,Illinois,Endangered,Entire Range; Except where listed as Experimental Populations
Plethobasus, cooperianus,, orangefoot ,Pimpleback,Illinois,Endangered,
Charadrius, melodus,, piping,Plover,Illinois,Endangered, Great Lakes watershed 
Potamilus, capax,, fat ,Pocketbook,Illinois,Endangered,
Puma, concolor,, eastern ,Puma,Illinois,Endangered,
Epioblasma, obliquata,,,purple cat's paw,Illinois,Endangered,Entire Range Except where listed as Experimental Populations
Epioblasma, torulosa,, northern ,Riffleshell,Illinois,Endangered,
Obovaria, retusa,,mussel,Ring pink ,Illinois,Endangered,
Discus, macclintocki,, Iowa Pleistocene ,Snail,Illinois,Endangered,
 Nerodia, erythrogaster,, copperbelly water,Snake,Illinois,Threatened,Indiana north of 40 degrees north latitude Michigan Ohio 
 Cumberlandia, monodonta,,mussel,Spectaclecase ,Illinois,Endangered,
Scaphirhynchus, albus,, pallid ,Sturgeon,Illinois,Endangered,
Sterna, antillarum,, least,Tern,Illinois,Endangered,interior pop. 
Plethobasus,cicatricosus,, white,Wartyback,Illinois,Endangered,
Campephilus, principalis,, ivory-billed,Woodpecker,Illinois,Endangered,entire 
Boltonia, decurrens,, decurrent false ,Aster,Illinois,Threatened,
Lespedeza, leptostachya,, prairie ,Bush-clover,Illinois,Threatened,
Trifolium, stoloniferum,, running buffalo ,Clover,Illinois,Endangered,
Hymenoxys, herbacea,, lakeside ,Daisy,Illinois,Threatened,
Asclepias, meadii,, Mead's ,Milkweed,Illinois,Threatened,
Platanthera, leucophaea,, eastern prairie fringed ,Orchid,Illinois,Threatened,
Isotria, medeoloides,, small whorled ,Pogonia,Illinois,Threatened,
Apios, priceana,, Price's ,Potato-bean,Illinois,Threatened,
Dalea, foliosa,, leafy ,Prairie-clover,Illinois,Endangered,
Cirsium, pitcheri,, Pitcher's ,Thistle,Illinois,Threatened,
Canis,lupus,,gray,Wolf,Indiana,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Myotis, grisescens,, gray ,Bat,Indiana,Endangered,
Myotis, sodalis,, Indiana ,Bat,Indiana,Endangered,
Villosa, fabalis,, rayed ,Bean,Indiana,Endangered,
Nicrophorus, americanus,, American burying ,Beetle,Indiana,Endangered,
Epioblasma, torulosa, torulosa, tubercled,Blossom,Indiana,Endangered, Entire Range Except where listed as Experimental Populations 
Lycaeides, melissa, samuelis, Karner blue ,Butterfly,Indiana,Endangered,
Neonympha, mitchellii, mitchellii, Mitchell's satyr ,Butterfly,Indiana,Endangered,
Epioblasma, obliquata, perobliqua, white,Catspaw,Indiana,Endangered,
Pleurobema, clava,,,Clubshell,Indiana,Endangered,Entire Range Except where listed as Experimental Populations 
Numenius, borealis,, Eskimo ,Curlew,Indiana,Endangered,
Somatochlora, hineana,, Hine's emerald ,Dragonfly,Indiana,Endangered,
Cyprogenia, stegaria,, ,Fanshell,Indiana,Endangered,
Quadrula, fragosa,, winged ,Mapleleaf,Indiana,Endangered, Entire except where listed as experimental populations 
Lampsilis, abrupta,, pink ,Mucket,Indiana,Endangered,
Leptodea, leptodon,, scaleshell ,Mussel,Indiana,Endangered,
Plethobasus, cyphyus,, sheepnose ,Mussel,Indiana,Endangered,
Epioblasma, triquetra,, snuffbox ,Mussel,Indiana,Endangered,
Hemistena, lata,, cracking ,Pearlymussel,Indiana,Endangered, Entire Range Except where listed as Experimental Populations 
Pleurobema, plenum,, rough ,Pigtoe,Indiana,Endangered,
Plethobasus, cooperianus,, orangefoot,Pimpleback,Indiana,Endangered,
Charadrius, melodus,, piping ,Plover,Indiana,Threatened,except Great Lakes watershed 
Charadrius, melodus,, piping,Plover,Indiana,Endangered, Great Lakes watershed 
Potamilus, capax,, fat ,Pocketbook,Indiana,Endangered,
Puma, concolor, couguar,eastern,Puma,Indiana,Endangered,
Epioblasma, obliquata, obliquata, ,purple cat's paw,Indiana,Endangered, Entire Range Except where listed as Experimental Populations 
Epioblasma, torulosa, rangiana, northern ,Riffleshell,Indiana,Endangered,
Obovaria, retusa,, ,Ring pink,Indiana,Endangered,
 Nerodia, erythrogaster, neglecta, copperbelly water,Snake,Indiana,Threatened,Indiana north of 40 degrees north latitude Michigan Ohio
Cumberlandia, monodonta,, ,Spectaclecase,Indiana,Endangered,
Sterna, antillarum,, least,Tern,Indiana,Endangered,interior pop. 
Plethobasus, cicatricosus,, white,Wartyback,Indiana,Endangered,
Trifolium, stoloniferum,, running buffalo ,Clover,Indiana,Endangered,
Asclepias, meadii,, Mead's ,Milkweed,Indiana,Threatened,
Platanthera, leucophaea,, eastern prairie fringed ,Orchid,Indiana,Threatened,
Cirsium, pitcheri,, Pitcher's ,Thistle,Indiana,Threatened,
Canis,lupus,,gray,Wolf,Iowa,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Myotis, sodalis,, Indiana ,Bat,Iowa,Endangered,
Nicrophorus, americanus,, American burying ,Beetle,Iowa,Endangered,
Numenius, borealis,, Eskimo ,Curlew,Iowa,Endangered,
Vulpes, velox, hebes, northern swift ,Fox,Iowa,Endangered,
Lampsilis, higginsii,, ,Higgins eye,Iowa,Endangered,
Quadrula, fragosa,, winged,Mapleleaf,Iowa,Endangered,
Leptodea, leptodon,, scaleshell ,Mussel,Iowa,Endangered,
Plethobasus, cyphyus,, sheepnose ,Mussel,Iowa,Endangered,
Epioblasma, triquetra,, snuffbox ,Mussel,Iowa,Endangered,
Plethobasus, cooperianus,, orangefoot,Pimpleback,Iowa,Endangered,
Charadrius, melodus,, piping,Plover,Iowa,Threatened,
Potamilus, capax,, fat ,Pocketbook,Iowa,Endangered,
Notropis, topeka,, Topeka ,Shiner,Iowa,Endangered,
Discus, macclintocki,, Iowa Pleistocene ,Snail,Iowa,Endangered,
Cumberlandia, monodonta,, ,Spectaclecase ,Iowa,Endangered,
Scaphirhynchus, albus,, pallid ,Sturgeon,Iowa,Endangered,
 ,Sterna, antillarum, least,Tern,Iowa,Endangered,
Lespedeza, leptostachya,, prairie ,Bush-clover,Iowa,Threatened,
Asclepias, meadii,, Mead's ,Milkweed,Iowa,Threatened,
Aconitum, noveboracense,, northern wild ,Monkshood,Iowa,Threatened,
Platanthera, leucophaea,, eastern prairie fringed ,Orchid,Iowa,Threatened,
Platanthera, praeclara,, western prairie fringed ,Orchid,Iowa,Threatened,
Canis,lupus,,gray,Wolf,Kansas,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Myotis, grisescens,, gray ,Bat,Kansas,Endangered,
Myotis, sodalis,, Indiana ,Bat,Kansas,Endangered,
Nicrophorus, americanus,, American burying ,Beetle,Kansas,Endangered,
Grus, americana,, whooping,Crane,Kansas,Endangered,
Numenius, borealis,, Eskimo ,Curlew,Kansas,Endangered,
Noturus, placidus,, Neosho ,Madtom,Kansas,Threatened,
Plethobasus, cyphyus,, sheepnose ,Mussel,Kansas,Endangered,
Epioblasma, triquetra,, snuffbox ,Mussel,Kansas,Endangered,
Charadrius, melodus,, piping,Plover,Kansas,Threatened,
Charadrius, alexandrinus, nivosus, western snowy ,Plover,Kansas,Threatened,
Notropis, girardi,, Arkansas River,Shiner,Kansas,Threatened,
Notropis, topeka,, Topeka ,Shiner,Kansas,Endangered,
Cumberlandia, monodonta,, ,Spectaclecase,Kansas,Endangered,
Scaphirhynchus, albus,, pallid ,Sturgeon,Kansas,Endangered,
Sterna, antillarum,, least,Tern,Kansas,Endangered,
Vireo, atricapilla,, black-capped ,Vireo,Kansas,Endangered,
Trifolium, stoloniferum,, running buffalo ,Clover,Kansas,Endangered,
Asclepias, meadii,, Mead's ,Milkweed,Kansas,Threatened,
Platanthera, praeclara,, western prairie fringed ,Orchid,Kansas,Threatened,
Canis,lupus,,gray,Wolf,Kentucky,Endangered, U.S.A.: All of AL AR CA CO CT DE FL GA KS KY LA MA MD ME MO MS NC NE NH NJ NV NY OK PA RI SC TN VA VT WV those portions of AZ NM and TX not included in an experimental population; and portions of IA IN IL ND OH OR SD UT and WA. Mexico 
Myotis, grisescens,, gray ,Bat,Kentucky,Endangered,
Myotis, sodalis,, Indiana ,Bat,Kentucky,Endangered,
Corynorhinus, townsendii, virginianus, Virginia big-eared ,Bat,Kentucky,Endangered,
 ,Villosa, trabalis,Cumberland,Bean,Kentucky,Endangered, Entire Range Except where listed as Experimental Populations 
Villosa, fabalis,, rayed ,Bean,Kentucky,Endangered,
Nicrophorus, americanus,, American burying ,Beetle,Kentucky,Endangered,
Epioblasma, torulosa, torulosa, tubercled,Blossom,Kentucky,Endangered,Entire Range Except where listed as Experimental Populations 
Pleurobema, clava,, ,Clubshell,Kentucky,Endangered, Entire Range Except where listed as Experimental Populations 
Epioblasma, brevidens,, Cumberlandian ,Combshell,Kentucky,Endangered,Entire Range; Except where listed as Experimental Populations 
Numenius, borealis,, Eskimo ,Curlew,Kentucky,Endangered,
Phoxinus, cumberlandensis,, blackside ,Dace,Kentucky,Threatened,
Etheostoma, susanae,, Cumberland ,Darter,Kentucky,Endangered,
Etheostoma, chienense,, relict ,Darter,Kentucky,Endangered,
Alasmidonta, atropurpurea,, Cumberland ,Elktoe,Kentucky,Endangered,
Cyprogenia, stegaria,,,Fanshell ,Kentucky,Endangered,
Quadrula, fragosa,, winged ,Mapleleaf,Kentucky,Endangered, Entire except where listed as experimental populations 
Lampsilis, abrupta,, pink,Mucket,Kentucky,Endangered,
Epioblasma, capsaeformis,, oyster ,Mussel,Kentucky,Endangered,Entire Range; Except where listed as Experimental Populations 
Leptodea, leptodon,, scaleshell ,Mussel,Kentucky,Endangered,
Plethobasus, cyphyus,, sheepnose ,Mussel,Kentucky,Endangered,
Epioblasma, triquetra,, snuffbox ,Mussel,Kentucky,Endangered,
Hemistena, lata,, cracking ,Pearlymussel,Kentucky,Endangered,Entire Range; Except where listed as Experimental Populations 
Dromus, dromas,, dromedary ,Pearlymussel,Kentucky,Endangered,Entire Range; Except where listed as Experimental Populations 
Pegias, fabula,, littlewing ,Pearlymussel,Kentucky,Endangered,
Pleurobema, plenum,, rough ,Pigtoe,Kentucky,Endangered,
Plethobasus, cooperianus,, orangefoot ,Pimpleback,Kentucky,Endangered,
Charadrius, melodus,, piping ,Plover,Kentucky,Threatened,except Great Lakes watershed 
Potamilus, capax,, fat ,Pocketbook,Kentucky,Endangered,
Puma, concolor, couguar,eastern,Puma,Kentucky,Endangered,
Epioblasma, obliquata, obliquata,,purple cat's paw,Kentucky,Endangered, Entire Range; Except where listed as Experimental Populations 
Epioblasma, torulosa, rangiana, northern ,Riffleshell,Kentucky,Endangered,
Epioblasma, florentina, walkeri, tan ,Riffleshell,Kentucky,Endangered,
Obovaria, retusa,,,Ring pink,Kentucky,Endangered,
Notropis, albizonatus,, palezone ,Shiner,Kentucky,Endangered,
Palaemonias, ganteri,, Kentucky cave ,Shrimp,Kentucky,Endangered,
Nerodia, erythrogaster, neglecta, copperbelly water ,Snake,Kentucky,Threatened,Indiana north of 40 degrees north latitude Michigan Ohio 
Cumberlandia, monodonta,, ,Spectaclecase,Kentucky,Endangered,
Scaphirhynchus, albus,, pallid ,Sturgeon,Kentucky,Endangered,
Sterna, antillarum,, least ,Tern,Kentucky,Endangered,interior pop. 
Plethobasus, cicatricosus,, white,Wartyback,Kentucky,Endangered,
Campephilus, principalis,, ivory-billed,Woodpecker,Kentucky,Endangered,
Trifolium, stoloniferum,, running buffalo ,Clover,Kentucky,Endangered,
Solidago, shortii,, Short's ,Goldenrod,Kentucky,Endangered,
Solidago, albopilosa,, white-haired ,Goldenrod,Kentucky,Threatened,
Apios, priceana,, Price's ,Potato-bean,Kentucky,Threatened,
Arabis, perstellata,, Braun's ,Rock-cress,Kentucky,Endangered,
Conradina, verticillata,, Cumberland ,Rosemary,Kentucky,Threatened,
Arenaria, cumberlandensis,, Cumberland ,Sandwort,Kentucky,Endangered,
Spiraea, virginiana,, Virginia ,Spiraea,Kentucky,Threatened,
